CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1579,45,F,1,Graduate,Married,Less than $40K,Blue,38,6,1,4,13103.053344470645,1299,11804.053344470645,0.0,1685,21,3.1115259900115504,0.14526094490191752
1580,47,M,4,College,Married,Less than $40K,Blue,42,3,2,3,7356.226847781009,1142,6214.226847781009,2.9063057327482102,1168,19,0.0,0.0
1581,45,F,1,Uneducated,Married,$60K - $80K,Blue,28,2,1,2,17431.678224278432,0,17431.678224278432,0.0,5385,72,0.6253094988334734,0.32782987239413286
1582,60,M,0,High School,Unknown,$60K - $80K,Blue,16,6,0,0,2848.6896628934082,601,2247.6896628934082,0.0,3932,47,0.0,0.0
1583,58,M,3,College,Unknown,Less than $40K,Blue,38,3,0,3,17237.32761679114,936,16301.327616791139,0.9442209179818493,2396,48,1.1850444470221744,0.0
1584,49,M,5,Post-Graduate,Unknown,Less than $40K,Blue,35,1,3,5,15792.114427799626,1250,14542.114427799626,0.0,1140,17,2.50887217282981,0.22639199111738856
1585,52,F,4,High School,Married,$40K - $60K,Silver,43,1,3,3,17364.383164478197,0,17364.383164478197,0.3794126677403796,3883,46,0.8865894048048417,0.4674778263804131
1586,64,F,5,High School,Married,$120K +,Blue,37,3,0,2,17418.694532016103,0,17418.694532016103,0.7321437892111248,4995,87,0.36041931186700993,0.23663000590587546
1587,55,M,1,High School,Single,$40K - $60K,Blue,52,3,4,3,5683.793256329078,599,5084.793256329078,0.4369531046276963,1626,39,0.5889733511545786,0.5288591842632115
1588,58,M,5,Doctorate,Married,Less than $40K,Blue,36,4,3,0,1438.3,357,1081.3,3.397,738,10,0.8427788646794147,0.999
1589,41,M,4,Doctorate,Married,Less than $40K,Blue,33,2,3,2,1438.3,89,1349.3,0.12019167207943804,5876,75,0.0,0.5955469326553591
1590,45,M,3,Graduate,Single,Less than $40K,Blue,28,3,2,3,25911.616561904444,0,25911.616561904444,1.7753298552763397,3364,68,1.6674695525497878,0.5607249098361573
1591,40,M,0,High School,Married,Less than $40K,Blue,40,5,2,6,19661.45551597818,1388,18273.45551597818,0.062276761521863455,8212,103,0.1162945755690874,0.04090339419338279
1592,43,M,3,Unknown,Single,$60K - $80K,Blue,31,5,5,4,2739.6218494146215,0,2739.6218494146215,1.398191860317042,4409,63,0.9298147346610339,0.6791542056956641
1593,60,F,3,Uneducated,Single,$40K - $60K,Blue,18,3,2,2,1438.3,569,869.3,1.145927249837045,829,10,0.0,0.6206590257863975
1594,55,F,3,High School,Single,Less than $40K,Blue,47,4,4,6,1438.3,847,591.3,2.3389511828113303,4047,69,0.11578193977836826,0.0
1595,45,F,2,College,Married,Less than $40K,Blue,15,2,3,1,10972.74398186223,1176,9796.74398186223,0.8113654990724335,2762,39,1.001440726631103,0.4371850060428772
1596,49,F,3,Graduate,Single,$80K - $120K,Blue,45,4,5,4,10660.061655399139,1264,9396.061655399139,0.0,3077,46,1.6193027960771182,0.6424310675643321
1597,37,F,1,High School,Married,Less than $40K,Blue,35,1,1,3,8135.88854548434,0,8135.88854548434,0.95763319024414,2590,67,0.3187266744876074,0.0
1598,48,M,1,High School,Divorced,Less than $40K,Blue,28,5,0,0,16678.145378147587,512,16166.145378147587,0.0,3744,50,1.2974770268994114,0.11121434684812717
1599,39,F,2,Uneducated,Married,Less than $40K,Blue,37,4,6,0,14549.407813221049,404,14145.407813221049,1.1408824373514037,6963,92,0.0,0.0
1600,60,M,5,Graduate,Divorced,Unknown,Blue,31,5,2,3,4863.2001721863235,572,4291.2001721863235,2.6043071518616605,4381,57,0.0,0.0
1601,46,F,5,College,Single,$60K - $80K,Blue,50,6,5,1,1438.3,255,1183.3,0.0,4481,72,0.22277753344565043,0.5807830551734494
1602,46,F,5,High School,Single,Less than $40K,Blue,34,5,2,5,1438.3,412,1026.3,1.128918106256673,3731,57,0.4014709428368124,0.12042139166683744
1603,48,F,3,Unknown,Married,Less than $40K,Blue,41,3,1,1,1438.3,0,1438.3,0.6956397691830671,2497,37,1.611520446690883,0.10561682735211472
1604,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,29,5,2,1,12107.409377397727,91,12016.409377397727,2.2154448011935335,4469,68,0.8869932770606179,0.20668749394711503
1605,35,F,0,Post-Graduate,Married,$120K +,Blue,38,5,3,5,1438.3,1120,318.29999999999995,0.5830718837636029,3352,54,0.0,0.0
1606,52,F,2,Graduate,Married,Unknown,Blue,29,5,5,3,10387.396555296336,1470,8917.396555296336,0.0,4678,59,2.6617146350514687,0.24815960396369552
1607,49,M,5,Graduate,Single,Less than $40K,Blue,38,4,3,6,1438.3,0,1438.3,1.3513194523895706,3201,82,0.0,0.0
1608,60,M,0,Graduate,Married,$60K - $80K,Blue,40,4,2,0,25037.747083224876,1152,23885.747083224876,0.6207824140449613,2357,40,0.0,0.0
1609,40,M,2,Graduate,Single,$120K +,Blue,56,4,5,3,18930.74639787853,2196,16734.74639787853,0.07962728920566498,4413,64,0.09669440191477296,0.31351955028563505
1610,56,F,1,College,Single,$120K +,Blue,22,4,0,2,11096.829528911163,398,10698.829528911163,2.454130899007163,1947,57,0.0,0.027238273618308162
1611,62,F,0,College,Unknown,$80K - $120K,Silver,31,2,0,3,12131.438960896852,106,12025.438960896852,0.0,6422,92,0.5294999525790993,0.0
1612,44,F,3,Unknown,Married,$40K - $60K,Blue,30,2,3,1,4399.436266046122,0,4399.436266046122,1.5051913498942762,5924,72,0.0,0.3035043778887804
1613,38,M,1,Post-Graduate,Married,Less than $40K,Silver,33,4,4,3,8859.074233026557,416,8443.074233026557,0.0,4680,88,1.2546011516914797,0.6439490759371642
1614,48,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,33,3,2,3,15789.470199065661,1016,14773.470199065661,1.8748346318866573,4719,71,1.7437398574360445,0.0
1615,42,F,2,Uneducated,Married,$60K - $80K,Blue,43,3,0,4,22007.943527185864,273,21734.943527185864,0.7186883521088858,3827,41,0.6253567294962147,0.017286731695920765
1616,47,F,3,Graduate,Single,$40K - $60K,Blue,43,4,2,2,8235.35210996803,1128,7107.352109968029,3.206894305860887,5674,73,2.5373646005006742,0.0
1617,47,M,4,Graduate,Married,$80K - $120K,Blue,46,3,5,0,1438.3,2517,3.0,0.0,3696,50,1.2176528866896588,0.0
1618,45,M,2,High School,Single,Less than $40K,Blue,41,4,3,4,2658.532525336611,0,2658.532525336611,0.0,6894,76,0.8792734786475895,0.16099230675327528
1619,49,M,2,Unknown,Single,Unknown,Blue,31,5,2,2,1438.3,1087,351.29999999999995,0.6815205439948803,2941,38,1.8110440742536218,0.13463072060530135
1620,39,M,3,Doctorate,Married,Less than $40K,Platinum,37,2,4,3,1438.3,257,1181.3,0.9590129323123149,5340,59,0.9345611079730882,0.5882599026179096
1621,50,M,5,College,Married,Unknown,Blue,33,4,1,4,12996.373934318442,342,12654.373934318442,0.805739341209267,6266,88,1.107301655003042,0.7437127398733969
1622,52,F,3,Graduate,Married,Less than $40K,Blue,32,4,2,1,8114.843847400584,234,7880.843847400584,0.0,916,10,1.95695513464093,0.39916770885924086
1623,27,F,5,Post-Graduate,Single,$40K - $60K,Silver,28,6,2,2,5831.240748077706,0,5831.240748077706,0.3890659786074681,1516,17,0.0,0.7770988696436529
1624,52,F,1,Uneducated,Married,$60K - $80K,Blue,48,4,0,2,15743.155238542073,2517,13226.155238542073,0.0,1694,35,0.534662613275539,0.1381837117087995
1625,37,M,3,Graduate,Married,$80K - $120K,Blue,51,5,0,2,1438.3,1115,323.29999999999995,0.0,4043,71,0.0,0.0
1626,52,F,4,Uneducated,Single,Unknown,Silver,33,4,1,1,23800.1680205683,748,23052.1680205683,0.4881124415358491,5699,67,0.22014140116115405,0.28969479176941726
1627,43,F,0,Unknown,Single,$60K - $80K,Blue,30,4,2,4,14114.133850344224,0,14114.133850344224,0.0,1477,23,0.6468775468502569,0.37111320292207295
1628,61,M,1,Graduate,Unknown,Less than $40K,Blue,36,4,0,2,29384.46394101322,773,28611.46394101322,0.0,2643,49,0.9458115903066484,0.2387538965998065
1629,32,M,4,Graduate,Married,$40K - $60K,Blue,17,3,1,3,10072.495673706828,875,9197.495673706828,0.0,3592,57,1.8322855654125925,0.0
1630,41,F,3,College,Married,Less than $40K,Gold,40,3,0,0,13136.358454016956,520,12616.358454016956,1.2832442787859264,6317,85,0.0,0.0
1631,50,M,2,Graduate,Single,$60K - $80K,Blue,33,5,3,2,5631.105039767867,1559,4072.1050397678673,0.5283147320134061,2056,50,0.0,0.4848680308892735
1632,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,36,4,5,0,9471.869152056277,1050,8421.869152056277,0.0,7226,83,2.1474865240984733,0.4953036707582835
1633,54,F,3,High School,Single,$40K - $60K,Blue,20,3,3,2,1438.3,114,1324.3,0.0,4322,79,0.0,0.2521755524673145
1634,36,F,0,Graduate,Married,Less than $40K,Blue,13,5,2,4,9021.920710933027,1006,8015.920710933027,1.0311388656206677,5729,87,0.9666257477393021,0.4231058333837979
1635,30,F,5,Unknown,Married,$40K - $60K,Blue,50,2,3,0,11555.135921006116,1522,10033.135921006116,0.0,5361,70,0.17140984276599197,0.0
1636,49,M,4,Unknown,Single,$60K - $80K,Blue,42,4,4,0,1438.3,1054,384.29999999999995,0.4003283914744803,8324,94,0.0,0.3479958721186206
1637,38,F,3,Graduate,Divorced,$60K - $80K,Blue,37,4,3,5,25378.741193273847,901,24477.741193273847,0.08992569546616902,4126,57,0.0,0.4212087452130138
1638,50,F,4,High School,Single,Less than $40K,Blue,38,3,5,1,15053.731259891249,496,14557.731259891249,0.0,848,23,2.4422596652745714,0.0
1639,42,F,5,Graduate,Married,$60K - $80K,Blue,54,3,5,0,5632.796549902964,773,4859.796549902964,0.0,2318,53,0.0,0.2538747789749515
1640,58,M,1,Graduate,Single,Unknown,Blue,23,1,0,2,21969.72620254392,856,21113.72620254392,0.0,3784,58,0.0,0.22568251867316064
1641,53,F,1,Graduate,Divorced,Unknown,Blue,35,2,2,4,18998.152018378292,0,18998.152018378292,2.792758682420253,2778,31,0.0,0.0
1642,49,M,1,Graduate,Divorced,Less than $40K,Blue,46,2,2,4,3727.603654091202,625,3102.603654091202,1.4952051634443126,8026,90,2.640227777577491,0.07734009548911296
1643,50,M,0,College,Single,Unknown,Blue,44,1,0,2,12817.708760619114,942,11875.708760619114,0.0,5083,73,0.0,0.4559724784001741
1644,42,M,1,High School,Single,Less than $40K,Blue,34,1,4,3,1438.3,906,532.3,1.972569212875911,2262,38,0.8601826970294503,0.0
1645,61,M,3,Graduate,Married,Less than $40K,Blue,42,2,1,4,5343.807972895329,802,4541.807972895329,1.155624241858832,854,10,1.200442681814216,0.0
1646,58,F,2,High School,Divorced,$60K - $80K,Blue,43,2,2,0,6277.993525547672,1239,5038.993525547672,0.0,3322,59,0.09679078286605669,0.08020878671802811
1647,51,M,1,High School,Divorced,$40K - $60K,Blue,31,4,0,6,6260.859265425921,2070,4190.859265425921,1.3805691336248584,5948,79,0.996355490583996,0.37114687264373714
1648,61,F,5,High School,Married,$120K +,Blue,30,4,4,6,14832.756008335926,1575,13257.756008335926,2.5203153536959473,6630,85,1.1299559512272745,0.043308093466075684
1649,51,M,4,Graduate,Married,$40K - $60K,Blue,28,2,3,3,6196.6515899884225,0,6196.6515899884225,0.0,1984,20,0.0,0.41053725887421244
1650,57,M,5,Unknown,Married,$120K +,Blue,41,4,3,0,1438.3,286,1152.3,0.0,6081,89,0.2507957483293337,0.46814928243964216
1651,36,M,0,Graduate,Married,$60K - $80K,Blue,38,5,4,2,16731.077234681652,2517,14214.077234681652,1.590918634591321,2942,52,0.06482179219459072,0.0
1652,27,F,4,College,Married,Unknown,Blue,27,5,4,1,31511.524985902157,315,31196.524985902157,0.0,3931,65,0.0,0.0
1653,40,M,2,Post-Graduate,Married,Less than $40K,Blue,34,5,6,3,8370.60308967961,0,8370.60308967961,1.3802515788644778,4776,66,0.7023955061600029,0.14316050316609039
1654,52,M,3,Unknown,Single,Less than $40K,Blue,41,5,0,3,6716.178256749846,0,6716.178256749846,1.6247113532404152,1115,38,0.0,0.18823682618814558
1655,50,F,0,Graduate,Married,$60K - $80K,Blue,23,1,2,0,7489.307956257543,0,7489.307956257543,0.6143676770728863,1467,25,0.0,0.35477267729728645
1656,46,F,4,College,Married,Unknown,Blue,24,5,4,5,1438.3,1481,3.0,2.107784527401104,1773,24,0.09120385632453099,0.539192707056821
1657,47,F,2,Unknown,Married,$40K - $60K,Blue,30,1,2,5,7316.659294896817,0,7316.659294896817,0.0,4508,77,0.9687292634308544,0.11240425362676056
1658,38,F,0,Uneducated,Single,Less than $40K,Blue,56,5,6,2,1438.3,158,1280.3,0.003509462574176281,1419,20,3.0599919640426063,0.2493413517067331
1659,44,M,2,College,Single,$60K - $80K,Blue,47,4,1,2,1438.3,678,760.3,0.0,6644,77,0.7236852735394035,0.07046429386966756
1660,56,M,4,Unknown,Married,$40K - $60K,Blue,35,5,0,5,1438.3,0,1438.3,1.6905250524303443,1469,30,0.2250218623977699,0.0
1661,47,F,4,Post-Graduate,Divorced,Unknown,Blue,38,4,2,1,14305.586672024634,1013,13292.586672024634,0.0,4229,48,2.628299699373491,0.0
1662,49,M,4,Unknown,Unknown,$80K - $120K,Silver,34,3,3,2,1438.3,1550,3.0,0.19415266584817104,5454,67,0.4625510432367823,0.6331602940082506
1663,45,F,2,Unknown,Single,$40K - $60K,Blue,46,2,3,3,8134.5377559294575,656,7478.5377559294575,0.830963375166646,2685,48,0.3646899291706722,0.0
1664,64,M,0,Graduate,Married,$60K - $80K,Blue,21,4,2,1,20101.220940982177,514,19587.220940982177,0.386480099090156,969,13,1.5089233539588665,0.7958124324438842
1665,50,F,1,College,Single,$120K +,Gold,35,6,3,2,2001.0609998735217,242,1759.0609998735217,2.120103708678905,3900,60,0.0,0.612172497957685
1666,44,M,4,College,Married,Unknown,Blue,44,3,5,3,4164.68588060127,0,4164.68588060127,1.7530491607339254,5532,82,0.158954007274014,0.0
1667,34,F,0,Graduate,Single,$40K - $60K,Blue,31,5,4,3,24163.196399421922,0,24163.196399421922,0.9812710822611013,7318,82,0.628029050885297,0.27889170253126344
1668,43,F,3,Doctorate,Married,$40K - $60K,Blue,27,3,2,2,11490.460356675081,607,10883.460356675081,1.380070910099731,4913,58,0.0,0.0
1669,35,F,3,Graduate,Single,$120K +,Blue,48,5,2,2,3910.975788154925,850,3060.975788154925,0.0,2009,29,1.6235849861064542,0.8126756412035215
1670,50,M,3,Uneducated,Married,Less than $40K,Blue,29,3,3,3,12625.892393417134,832,11793.892393417134,0.18958073703695044,3539,76,0.0,0.0
1671,52,F,3,Graduate,Divorced,$40K - $60K,Blue,31,5,2,6,1597.292064602042,139,1458.292064602042,0.7593360966936786,923,10,0.0,0.0
1672,55,F,3,High School,Divorced,Less than $40K,Blue,34,2,3,3,13593.94689904702,2242,11351.94689904702,0.6320145180288608,3076,65,0.0,0.511253507662218
1673,26,F,2,Unknown,Married,Less than $40K,Blue,51,6,4,0,8760.148618913427,925,7835.148618913427,3.397,1069,31,0.0,0.0
1674,28,F,3,High School,Married,Less than $40K,Blue,44,4,6,4,13668.89474251062,0,13668.89474251062,0.0,1323,18,0.0,0.27605119426485614
1675,35,F,0,Unknown,Married,$120K +,Blue,43,3,4,5,17901.662986325657,0,17901.662986325657,2.10581830395003,4369,60,0.0,0.09491489344478597
1676,30,M,1,High School,Single,$120K +,Blue,45,4,2,1,12403.551022335276,2517,9886.551022335276,0.16562040897509933,8200,91,0.046102360611992466,0.0
1677,48,F,5,Uneducated,Divorced,$80K - $120K,Blue,33,3,6,2,28311.958801529712,1123,27188.958801529712,1.0907404608505749,2682,43,0.09042790933716549,0.6287734487358275
1678,65,M,1,Graduate,Unknown,Less than $40K,Blue,13,4,4,2,8979.066240957496,2517,6462.066240957496,0.4376947399937909,2410,39,1.1025556115992656,0.0
1679,50,F,5,High School,Married,Less than $40K,Blue,39,3,3,3,1438.3,2240,3.0,1.0771063986309588,4849,93,0.3431318461398724,0.0
1680,46,F,0,Graduate,Single,Less than $40K,Blue,26,4,6,0,7010.166749335747,1220,5790.166749335747,0.8092864421194089,1240,27,0.871327448445898,0.09780267046516053
1681,59,M,2,College,Married,Unknown,Blue,33,2,3,1,14147.18162330324,0,14147.18162330324,1.8204152112448226,895,17,1.276554184488409,0.06422763084782705
1682,54,M,2,High School,Married,$60K - $80K,Blue,36,3,0,6,4014.301282033801,1668,2346.301282033801,0.0,6815,104,0.7051251703621472,0.7333906067876798
1683,50,M,4,High School,Single,$60K - $80K,Blue,23,6,4,4,4039.3263356159887,2517,1522.3263356159887,1.8701885486918366,3227,68,0.0,0.5015215941321439
1684,50,M,1,High School,Divorced,$120K +,Blue,44,5,5,0,3777.2233277508303,829,2948.2233277508303,0.6597706769712862,6205,101,1.039683078836676,0.27672122333029636
1685,50,F,2,Uneducated,Married,$80K - $120K,Blue,13,4,5,5,12645.341987302914,425,12220.341987302914,1.0728653496249756,3283,64,0.0,0.0
1686,44,F,0,Uneducated,Single,$80K - $120K,Blue,32,2,1,2,10760.939062864469,1172,9588.939062864469,0.0,1369,20,0.0,0.23829681090583343
1687,47,M,0,Unknown,Married,Less than $40K,Blue,30,6,5,2,10724.484081824654,0,10724.484081824654,0.09707772581955298,1730,21,1.1774189900786811,0.0
1688,52,F,3,Unknown,Married,$40K - $60K,Blue,32,5,4,2,12751.996074953588,1897,10854.996074953588,3.245482704347446,3930,73,2.389260291368557,0.0
1689,30,F,3,High School,Married,Less than $40K,Blue,26,5,2,3,7246.557373187867,1426,5820.557373187867,0.0,2481,63,0.0,0.1347848582851829
1690,47,M,1,Unknown,Single,$60K - $80K,Blue,24,4,1,1,7825.482956622294,0,7825.482956622294,1.043188614168618,2194,33,0.0,0.44704019756015234
1691,50,F,4,Uneducated,Married,$40K - $60K,Blue,32,3,2,4,6998.96552352937,881,6117.96552352937,0.0,3073,44,1.5354951586141312,0.27032384668396914
1692,44,F,0,Post-Graduate,Married,$40K - $60K,Blue,38,1,1,4,22175.629829394864,902,21273.629829394864,0.7929222246453629,5655,63,0.0,0.999
1693,37,F,5,Graduate,Single,$80K - $120K,Blue,36,2,3,5,1533.43410556032,562,971.43410556032,0.0,2406,44,0.922327695327935,0.8382381035520056
1694,37,M,3,Uneducated,Single,Less than $40K,Blue,30,3,4,3,21081.195646471228,839,20242.195646471228,0.23676901418166185,3883,52,1.1406892064760812,0.0
1695,51,M,2,High School,Married,Less than $40K,Blue,31,5,2,5,18981.943625962205,179,18802.943625962205,0.7202681752775207,2164,27,0.9488821612029708,0.0
1696,46,F,3,Graduate,Married,$60K - $80K,Blue,47,2,4,0,19703.3148986921,171,19532.3148986921,1.588590407239161,3601,42,0.0,0.4207027437001819
1697,39,M,4,High School,Married,$40K - $60K,Gold,38,4,1,6,19457.503548661698,0,19457.503548661698,0.45884631926970587,5232,68,2.6090292609389856,0.6367705565447223
1698,46,M,0,Uneducated,Single,$60K - $80K,Silver,25,3,1,6,1438.3,1569,3.0,0.16998874470846326,8110,113,0.0,0.0
1699,60,M,4,High School,Married,Less than $40K,Blue,55,3,4,4,1438.3,0,1438.3,0.0,3682,52,1.4099466494731279,0.09706186084604336
1700,43,M,3,Unknown,Unknown,Less than $40K,Blue,49,4,6,1,1438.3,448,990.3,0.05099762160014243,2098,31,0.7181301853924494,0.08145148250914162
1701,58,M,0,Graduate,Married,$80K - $120K,Blue,53,2,0,4,15352.367015482776,0,15352.367015482776,0.7693181933446741,3354,71,0.1357898364586786,0.0
1702,43,F,2,Graduate,Divorced,$60K - $80K,Blue,31,3,6,6,8705.56292534986,0,8705.56292534986,0.0,704,14,0.008927183848255305,0.24288983702183164
1703,43,F,1,Unknown,Single,$40K - $60K,Blue,23,3,3,3,1438.3,1009,429.29999999999995,0.37143561630008476,4124,62,0.0,0.0
1704,38,M,4,Unknown,Single,Less than $40K,Blue,49,4,0,4,9554.278931669049,899,8655.278931669049,1.7034867202314594,2484,34,0.0,0.999
1705,40,F,5,Graduate,Married,$80K - $120K,Blue,50,5,2,2,1438.3,1068,370.29999999999995,0.26906273927449387,1998,40,0.40047966013823844,0.999
1706,41,M,4,Graduate,Single,$80K - $120K,Blue,20,3,0,1,3809.497279068112,1278,2531.497279068112,0.16615795621622242,4447,66,0.0,0.0
1707,51,F,1,Unknown,Unknown,$60K - $80K,Blue,33,4,5,3,13607.716977100303,98,13509.716977100303,1.1404046199562639,7206,116,0.0,0.0
1708,37,F,0,High School,Married,Less than $40K,Blue,40,6,4,3,1438.3,798,640.3,1.214411540513772,1178,21,0.0,0.5618457140943516
1709,55,F,2,Graduate,Unknown,$80K - $120K,Blue,42,5,3,4,11058.508655152702,793,10265.508655152702,1.1638298269669598,6563,88,0.0,0.288938038719352
1710,57,M,0,Graduate,Married,$80K - $120K,Blue,29,2,0,3,8379.599966780988,0,8379.599966780988,0.7385807469364097,6188,86,1.1235732516831631,0.015432452821518977
1711,39,F,2,Uneducated,Single,Less than $40K,Blue,33,2,4,3,5646.706292775918,396,5250.706292775918,0.994544132229497,510,10,0.0,0.48369521616619243
1712,34,M,1,Doctorate,Married,Unknown,Blue,28,3,2,2,19641.629928226408,122,19519.629928226408,0.44901327455345613,2000,27,0.9103700084676494,0.0
1713,42,F,3,College,Married,Unknown,Blue,49,4,0,4,21952.757376976362,252,21700.757376976362,0.42296513640561306,5437,107,0.0,0.3008093265597672
1714,50,F,2,Graduate,Single,$40K - $60K,Blue,31,4,6,5,8420.276166704441,0,8420.276166704441,1.128124398086586,2384,29,0.6988449599610894,0.0
1715,52,F,0,High School,Divorced,$40K - $60K,Blue,36,2,3,4,11468.978083338561,977,10491.978083338561,0.0,2420,30,0.0,0.51154631699759
1716,53,F,3,Graduate,Single,$40K - $60K,Blue,34,3,6,6,4561.448993103355,421,4140.448993103355,1.4582167026260946,4827,68,1.2268624608559895,0.027938014958476948
1717,36,M,0,High School,Married,Less than $40K,Blue,46,5,0,4,24446.714286822276,0,24446.714286822276,1.2066759045548434,7330,119,0.2597394254239132,0.0
1718,52,F,5,Graduate,Single,$40K - $60K,Blue,19,3,4,3,1896.7552873752275,0,1896.7552873752275,0.8499327504410618,3894,59,0.0,0.19946903275918387
1719,44,F,0,Graduate,Married,$40K - $60K,Blue,45,4,1,0,9374.827706352266,1176,8198.827706352266,0.0948132773980328,3402,36,0.0,0.03601100831255212
1720,41,M,0,Post-Graduate,Single,$60K - $80K,Blue,44,2,1,6,1438.3,1713,3.0,0.0,7015,86,0.0,0.05891812586817276
1721,46,F,4,High School,Single,Less than $40K,Blue,33,4,2,3,2740.270918781327,604,2136.270918781327,0.0,10671,130,0.0,0.5856197373964247
1722,52,F,2,Unknown,Married,$60K - $80K,Blue,35,3,3,0,1438.3,353,1085.3,0.0,3830,58,1.7791345509050585,0.4937464663882037
1723,40,M,5,Doctorate,Single,Less than $40K,Blue,48,2,4,3,24342.447989620523,2233,22109.447989620523,0.0,4756,61,0.9000652797945325,0.0
1724,30,F,2,Post-Graduate,Single,$80K - $120K,Blue,29,4,0,2,17490.12815810046,477,17013.12815810046,0.0,2304,37,0.754547284523592,0.0
1725,54,M,1,Graduate,Married,Less than $40K,Blue,50,3,2,6,17814.806748208022,691,17123.806748208022,0.0,1549,30,2.647296906832092,0.2643672872299909
1726,45,F,5,Graduate,Married,Unknown,Blue,25,3,1,2,4029.9840170897323,0,4029.9840170897323,0.4992965606150471,1904,39,0.07995527702145355,0.7752458982352449
1727,46,F,4,Graduate,Single,Less than $40K,Blue,34,2,4,4,1438.3,0,1438.3,0.8963705564848672,3880,65,0.0,0.6351929713537031
1728,54,M,3,Graduate,Married,$40K - $60K,Blue,26,1,1,5,4967.18155427453,1113,3854.18155427453,1.8525919693566628,566,10,1.2108261749905234,0.37535629576382934
1729,42,M,5,Graduate,Married,Less than $40K,Blue,36,4,5,3,5089.121188966979,69,5020.121188966979,0.4503668992168398,2919,54,1.081047750058151,0.7174717879825113
1730,47,F,2,Post-Graduate,Single,Less than $40K,Blue,46,4,1,1,8320.343996004809,2178,6142.343996004809,0.572898135623252,804,10,2.0345533450313185,0.8235665986300627
1731,28,F,5,College,Single,$40K - $60K,Blue,53,3,2,1,9613.107182410671,1206,8407.107182410671,1.4285857313018413,572,16,0.0,0.637209945132043
1732,42,M,4,Uneducated,Single,Less than $40K,Blue,45,2,5,3,11899.57901022951,227,11672.57901022951,2.45015789758173,3484,46,0.6852924449664404,0.0
1733,49,M,0,Unknown,Single,$40K - $60K,Blue,31,3,5,2,16450.066995774883,961,15489.066995774883,0.48819168192559864,7909,103,0.0,0.6752256595943424
1734,39,F,3,High School,Single,Unknown,Blue,39,3,5,4,1438.3,977,461.29999999999995,0.0,3085,59,1.219678400997065,0.1267734717395564
1735,53,M,4,Unknown,Single,Unknown,Blue,35,2,4,5,15736.26129985955,117,15619.26129985955,1.5429054921773118,2953,47,1.8650159909264876,0.0
1736,35,F,0,Graduate,Married,$40K - $60K,Blue,33,3,6,3,3386.391850524844,172,3214.391850524844,0.12548160482701387,6125,106,1.7903259251708463,0.45511607355660294
1737,56,M,2,Graduate,Single,$40K - $60K,Blue,33,4,2,2,1438.3,2517,3.0,0.04323443898425805,2486,49,0.0,0.0
1738,55,M,2,Graduate,Single,$120K +,Blue,26,5,1,3,11461.987904290847,498,10963.987904290847,1.7152919881232835,3676,54,0.0,0.4654051952267518
1739,51,F,1,High School,Married,$60K - $80K,Blue,36,3,4,1,1438.3,1336,102.29999999999995,0.9718183711093933,1196,27,0.21959621362853515,0.0
1740,33,F,2,Unknown,Married,$60K - $80K,Platinum,49,3,1,5,1733.9412877550649,1569,164.94128775506488,0.6645182522100892,2257,31,0.4063389610718586,0.5093513920635109
1741,47,F,0,High School,Married,$60K - $80K,Blue,42,5,6,4,4496.945068185845,297,4199.945068185845,0.0,4689,66,0.40266558555928067,0.05156973492914253
1742,43,F,2,Graduate,Single,$120K +,Blue,48,4,3,5,27637.59183618248,724,26913.59183618248,0.8407200472310874,1703,35,0.0,0.323684926255436
1743,40,M,4,Graduate,Married,Less than $40K,Blue,33,4,2,3,2888.722605086409,1476,1412.7226050864092,0.0,2888,44,1.2073241929313263,0.2219287447540813
1744,46,M,5,High School,Single,Less than $40K,Blue,38,5,4,6,22473.15691874302,991,21482.15691874302,0.0,9273,131,0.12163981537517093,0.0
1745,39,M,0,Graduate,Married,$40K - $60K,Blue,41,5,4,4,1438.3,2517,3.0,0.0,2648,61,1.4851387365774775,0.1014625656226062
1746,26,F,2,Unknown,Married,Unknown,Blue,30,4,4,6,1438.3,0,1438.3,0.1655616973256182,5858,83,1.9294547610522939,0.0
1747,36,F,2,Graduate,Married,Unknown,Blue,38,4,2,6,13355.23609434795,383,12972.23609434795,0.0,4417,72,0.6901685350808573,0.6551781052668262
1748,52,F,1,Post-Graduate,Married,$40K - $60K,Blue,35,3,1,0,1438.3,0,1438.3,0.0,3891,58,0.6527830117303544,0.0
1749,28,F,2,Graduate,Single,Less than $40K,Blue,33,5,5,4,15809.936723243192,1071,14738.936723243192,1.0981225145110258,1000,17,0.44480665176481976,0.33308161183645013
1750,35,F,4,Unknown,Single,$40K - $60K,Blue,37,4,3,4,1438.3,0,1438.3,0.0,1100,24,1.0891272861709602,0.1479569132657741
1751,57,F,3,College,Married,Less than $40K,Blue,30,4,4,0,3351.533312948357,1221,2130.533312948357,1.2996512339081576,3244,34,0.0,0.46899143165371393
